state,year,Ratio between the Democrate and Republican Proportion,Liberalism of Social Policy,Liberalism of Economic Policy,Liberalism of Social Resident,Liberalism of Economic Resident
Delaware,1983,-0.5549498061080524,0.057037334463421574,1.0184864451664668,0.720116419224309,0.5693261815263151
Delaware,1984,-0.4796307701961634,0.05194649437642691,0.8311497497466446,0.6495477313481064,1.0306200392814142
Delaware,1985,-0.3898177545492803,0.059356961398993685,0.8061064289856542,0.853837196372827,0.7032095527890023
Delaware,1986,-0.32542100879715097,0.04721618228306289,0.6734982854690598,0.8345513205855962,0.9036324922336109
Delaware,1987,-0.2826013487715297,0.038131908794033914,0.5967887696971554,1.06465005123911,0.7124708532372803
Delaware,1988,-0.24299599279574585,-0.0009410981123333688,0.7567851660241938,0.9239939268699958,0.880887210133987
Delaware,1989,-0.1851219405672912,-0.0684291776849311,0.7034318823799577,1.2039928933003115,0.8330122444030275
Delaware,1990,-0.12684219855693965,0.2060384439493719,0.628885080124006,1.0726210743003208,1.3381048213367706
Delaware,1991,-0.05917222641199903,0.16237689695400934,0.45459523103284033,1.1457886694344352,0.8388333607269154
Delaware,1992,0.00845281940464123,-0.03887106406248188,0.512549871768246,0.989817362193503,1.518288556193929
Delaware,1993,0.10278194890383335,-0.062881638402703,0.5607969388499822,0.9546948324804475,0.9024399820222249
Delaware,1994,0.2173285474471699,-0.24965994401448877,0.5271005121399348,0.9598578084468716,1.1540095732151787
Delaware,1995,0.34163941933301983,-0.25015257158811993,0.7794884873066726,0.9292252955314508,1.115640018100188
Delaware,1996,0.4062222647653424,-0.3074380368967474,0.8181789512780893,0.9633079944441444,1.0150924520350346
Delaware,1997,0.4741726824540213,-0.1922278898056046,0.7540527053723092,0.9754011233384504,0.9335759187106757
Delaware,1998,0.5234122335997297,-0.2423870452886763,0.5071349113869213,1.0219245399954837,0.8592791767075605
Delaware,1999,0.5830046414524853,-0.26494152942815524,1.0779341135091047,1.0093687685688066,0.9598387924533847
Delaware,2000,0.6594228063100226,-0.21586803133292484,0.9539706378138765,1.0500750337882874,0.9503332437765423
Delaware,2001,0.7525351951090218,-0.15396955993346975,0.9199034612630519,0.9599738217424184,1.0275593064512563
Delaware,2002,0.8537960856393586,-0.2033018687234433,0.8692280860909312,0.8931945132252828,1.1349456012915475
Delaware,2003,0.9002852799287733,0.29672725520752696,0.8179146183131867,0.8178285572181732,1.09831649086695
Delaware,2004,0.9203400238786865,0.22576030635844957,0.7755965580696614,0.6747182624109594,1.182546647255046
Delaware,2005,0.9343517235470485,0.16456382690958377,0.7720613937059863,0.5616041477565478,0.9698578138493487
Delaware,2006,0.9248226986062151,0.18323219166287483,0.9250596728643964,0.36465184453613475,1.1704832578375486
Delaware,2007,0.8754569047544816,0.09940290901730688,0.8247420933375139,0.332528150322575,0.7891362642002101
Delaware,2008,0.8558536926459401,0.08470900299490573,0.7840121686130073,0.18253325552915112,0.8428249427102376
Delaware,2009,0.8358698718442301,0.31018426370492297,0.673567370944463,0.24134634708883315,1.0154378635825425
Delaware,2010,0.8963538989669096,0.28535590286358886,0.582916255955903,0.1801858619089617,0.9448862601375746
Delaware,2011,0.9189480813184896,0.3225737852175648,0.5026175581805673,0.2530654549201529,0.7873648039958322
Delaware,2012,0.9299135896952266,0.4050960943489587,0.4754218820723967,0.1850766436708969,0.6338248792243619
Delaware,2013,0.927378486667045,0.7763414831045421,0.8553873914927461,0.1767706699373129,0.635572589500338
Delaware,2014,0.9344083426632597,0.7968719610999742,0.9195184000275242,0.14462732874540568,0.6302480963861282
Florida,1946,0.5408714713254246,-1.1501066930405177,-0.8904455043679007,-0.11946472620410407,-0.472853549227922
Florida,1947,0.5111894368269146,-1.151131801709106,-0.8745700444678726,-0.2029351884414151,-1.0093867307951063
Florida,1948,0.4808641696602744,-1.1855951920675927,-0.9969976135415602,-0.2624706088041164,-0.6637338851259728
Florida,1949,0.464792097304048,-0.7407054596884735,-1.1572110594642224,-0.5369467714467866,0.6201495080015759
Florida,1950,0.454966322240833,-0.7078286587060034,-1.2734079202568833,-0.5748484296224398,1.5155290117312874
Florida,1951,0.4682140675491701,-0.7143883910066411,-0.8627007411217428,-0.5725841883706442,0.26981803724117737
Florida,1952,0.48246725865246476,-0.7302460183453994,-0.9498282159594701,-0.34104488465554844,-0.28207252262994054
Florida,1953,0.5157877005574281,-0.7258516646919829,-1.0030949196573953,-0.20867190600449842,0.6883066866065161
Florida,1954,0.5088098188442745,-0.7869051697328667,-0.9869918954081861,0.23032111528809285,0.9891126032297067
Florida,1955,0.46835654409435085,-0.871952285719685,-0.812077082991952,-0.8017058948283573,0.1704069536371486
Florida,1956,0.48841745188055635,-0.9061842073956804,-0.7136614877462037,-1.3551194227601322,-0.5054722856436894
Florida,1957,0.5350932610930604,-0.8130702814980828,-0.7196166808821343,-0.2467866294085132,0.06284217387295789
Florida,1958,0.5002630130846603,-0.8560987595942361,-0.6858095297187684,-0.09854849231185206,-0.6339957621957606
Florida,1959,0.42729417353879995,-0.9690824565852809,-0.6864552184337522,0.49782405305158295,-0.6541161857022917
Florida,1960,0.4184735125792226,-0.9857036200277645,-0.6771811171480733,-0.0670041789681244,-0.1871722263636531
Florida,1961,0.42726957871972127,-0.8695810322582249,-0.7977562011369167,0.3410775723146892,-0.20531576508931956
Florida,1962,0.45355987741167675,-0.911317794110355,-0.9260654946404524,-0.2901800253673614,-0.5420409948949412
Florida,1963,0.5079665722843535,-0.9989864340073878,-0.9481282207890172,0.8998727501621157,0.29109256478795087
Florida,1964,0.5360345910317372,-1.0647657023952928,-1.0358683900203898,-0.6208857715755559,-0.23997386654519373
Florida,1965,0.6112523820976898,-1.2746902833336469,-1.364837664659621,-0.10080130260419215,-0.6703843491183473
Florida,1966,0.5836001699151253,-1.3681547570359816,-1.4694036688197671,-0.2571603132755188,-0.20087115076110162
Florida,1967,0.5310660042892208,-1.549812075564762,-1.6683350498655913,-0.0871578898538699,0.06823412903217929
Florida,1968,0.4244342534600508,-1.4261130120652699,-1.312489302964945,-0.22989832824055592,-1.0287090860995833
Florida,1969,0.3414451981675209,-0.7487376056138195,-1.3998989426420365,0.5269214276434149,0.26508430015232415
Florida,1970,0.30671956034164655,-0.7609453796926211,-1.3963822726209991,-0.1765336633024806,0.34430515394502653
Florida,1971,0.31950088947519023,-0.8420192200660331,-1.3684471419551092,-0.2550680698523938,-0.06789061168877722
Florida,1972,0.3218003013335158,-1.0114278950770654,-1.1142285175028255,0.04734961001199726,0.4396078772644405
Florida,1973,0.33587956301849514,-1.4511556690680867,-1.2135690284580456,0.07213723349253487,1.476011996317234
Florida,1974,0.38993988289200865,-1.4486353671345114,-1.4363593070233907,0.3097502847422285,0.5143893515155566
Florida,1975,0.45408452041964803,-1.5586963694530358,-1.480393503232119,-0.30574965604508975,1.0031744015849422
Florida,1976,0.4336480650032665,-1.6276858720234932,-0.8176116486276405,0.22019330541173474,0.6488589755854685
Florida,1977,0.4860162292659991,-1.5367526688398345,-0.6488847552802884,0.08989579160258955,0.9109127715353983
Florida,1978,0.4277157787465757,-1.60452172471202,-0.7012066711021478,-0.15639690890632807,1.168097558262747
Florida,1979,0.28224721879739495,-1.5336235895731027,-0.9071855683502988,0.14716977609981094,0.5520050129386499
Florida,1980,0.13868255910546565,-1.5733569420547155,-0.9470842245302828,-0.18012436588308423,0.5741280506572841
Florida,1981,-0.011564845378369189,-1.6497636293350413,-0.7511513217538878,-0.22475050648963826,0.824539916008037
Florida,1982,-0.021863527721140374,-1.6525202683284625,-0.6936257589491402,-0.10968450825055172,0.7202292448233528
Florida,1983,-0.057126719689420576,-1.7063568178653046,-0.5940227426157496,-0.39781620437122095,0.5067160704760718
Florida,1984,-0.1922814829858913,-1.672530307704372,-0.6580664651771556,-0.20663542916943817,-0.16141427036496275
Florida,1985,-0.22726753476615816,-1.6157731530097141,-0.4813090433283753,-0.3150243513830585,0.23162366438854784
Florida,1986,-0.21726887685228655,-1.4015229852169426,-0.5244954957885197,-0.44011060306458255,0.18793967962806926
Florida,1987,-0.23661605326436866,-1.501942473114133,-0.6048040088664242,-0.158215312915178,-0.34480167307086046
Florida,1988,-0.3065115821218164,-1.6579834477770314,-0.5766245960152333,-0.1710140541145948,0.3230806635860036
Florida,1989,-0.3129844377501235,-1.4782137982027277,-0.46924832344320955,0.0033866764976602836,-0.15189244239733388
Florida,1990,-0.2718694740822713,-0.33374629759730234,-0.4397253817585681,0.04766035787070845,0.6086722335200038
Florida,1991,-0.2584381057378453,-0.29143712537792094,-0.3508317743306914,0.13589307744990747,0.40569321449830137
Florida,1992,-0.21265808585926013,-0.022910400048998667,-0.3113844019395999,0.2602909018163618,0.17797590812694658
Florida,1993,-0.21011727225054225,-0.06275798159907361,-0.26480717361863226,0.27986512688669696,0.3325568340146037
Florida,1994,-0.22267433977197906,-0.6958958030085123,-0.3756416804823603,0.37620616662798845,0.2174121539950838
Florida,1995,-0.20092317702849027,-0.7244392619995828,-0.34788357733394065,0.28694033848910155,0.13661442653288564
Florida,1996,-0.2479464544458719,-0.6382547617743651,-0.31588008402527407,0.42449804329219765,0.2811719298252705
Florida,1997,-0.20924785292403258,-0.5866878987505494,-0.4968893527535654,0.46015351968019114,0.15874137858218193
Florida,1998,-0.1565302638333927,-0.46186903349117275,-0.5029854740549164,0.4717687537157225,0.3316361497182376
Florida,1999,-0.0620613961424046,-0.468516182693316,-0.5655929767596426,0.6284189388196066,0.4752960496050913
Florida,2000,-0.030187710020492444,-0.488563409630689,-0.4910847294047605,0.40559591331212425,0.5327695755932355
Florida,2001,-0.03375518645785295,-0.38763360884663145,-0.6152567461780467,0.4694812604778686,0.6832580783786272
Florida,2002,-0.07099238299071794,-0.45881669650416274,-0.6661011556808414,0.37521882646990284,0.15671968908482983
Florida,2003,-0.07439408298568512,-0.38917429295248224,-0.7587767091741789,0.39334606514111364,0.42344114346775563
Florida,2004,-0.10732690091847645,-0.32051112415093674,-0.7491186526626401,0.3738380527933968,-0.138322339982326
Florida,2005,-0.14997616228274574,-0.5803721092659226,-0.7779171116427419,0.11854332949138562,0.6020163772198626
Florida,2006,-0.14614382459564096,-0.6398759956531531,-0.6905330877684525,0.14386843553157685,0.4815891020872888
Florida,2007,-0.12107696434967255,-0.6386603152481104,-0.541413060609462,0.08868584092129381,0.5027266189524972
Florida,2008,-0.15187644214569743,-0.6346218600725122,-0.6066088412033422,0.17552404658193071,0.21527720639840478
Florida,2009,-0.05521337944031566,-0.6710596691798248,-0.892556787015424,0.234021674147314,0.17321441752012007
Florida,2010,-0.09983873579740689,-0.6436647377491359,-0.7201703112227956,0.32270023545259646,0.7962169342828371
Florida,2011,-0.06412497161950566,-0.6725812089361375,-0.7965589984247943,0.46694860147352435,0.1590670137119463
Florida,2012,-0.012117353024257836,-0.6476306107233024,-0.6230867694814097,0.4713893070887951,0.344972500618584
Florida,2013,0.03410292644954841,-0.6785817323031333,-0.8956493201634418,0.49414022673507374,0.06669544580920465
Florida,2014,0.10074136374253259,-0.6379986065728603,-0.8962013236022673,0.3530828462014467,-0.12407587425869478
Georgia,1946,2.0901035827609116,-1.051463692461873,-1.3595469484320397,-1.2313397614681236,-0.13390497365767456
Georgia,1947,2.081646685719691,-1.1175385223770986,-1.2595045810861,-1.5368377784854752,-0.20394531377532488
Georgia,1948,2.073507944504908,-1.157617117587088,-1.3711666510277947,-1.4893256374029469,0.1347271031020445
Georgia,1949,2.0559902468124465,-1.2379178359517236,-1.1128588098986154,-1.2054004464681696,-1.279978009786924
Georgia,1950,2.0891765013863224,-1.1384082185819389,-0.929381656810025,-1.3385507296787642,-0.26364909022589506
Georgia,1951,2.1472418650327283,-1.242307360594704,-0.889797534796118,-1.2860766112460267,0.3404006466513424
Georgia,1952,2.2119310600488316,-1.2371602452456782,-0.7739057661778537,-1.3575604971938284,1.6595500792319877
Georgia,1953,2.2531652724649684,-0.7557278345203451,-0.5420072403352985,-0.9540167906082688,1.5544763992348327
Georgia,1954,2.1733564906220133,-0.7356732276432092,-0.509627845113553,-1.3920658293964963,0.9505459124357944
Georgia,1955,2.064986798863065,-0.792639025204733,-0.5464107660287498,-0.9953740300997165,1.2731243329648694
Georgia,1956,2.14959812991581,-0.7797284012174882,-0.5472301532845929,-0.5753855327672642,1.3526190892593994
Georgia,1957,2.14724659206472,-0.8585102085997479,-0.6466002090754513,-0.9173554415682701,1.2635671063866911
Georgia,1958,2.1659889767855725,-0.9025837917620866,-0.53247729009739,-0.5649783211443272,0.5666964292229355
Georgia,1959,2.1342678086313587,-0.9187587202990852,-0.6775921933493099,-0.35907256241167207,1.5425354229850623
Georgia,1960,2.0517979772755512,-0.9425776657729676,-0.7611870578431975,-0.6933633870803495,2.259824062377521
Georgia,1961,1.967524507422216,-0.8945401345968983,-0.9511589606604346,-0.3395742781178649,1.051291532373991
Georgia,1962,1.8285380700185458,-0.9238162533353947,-0.9985560774355883,-1.2572280060292371,1.1494622006237958
Georgia,1963,1.6313409712125853,-0.5236804304862263,-1.1692021306605729,-0.24477908238163357,0.9033147280698994
Georgia,1964,1.376683759075906,-0.4872267837560393,-1.269290976813535,-1.4896124156394703,0.7424610631815477
Georgia,1965,1.1964973535448438,-0.806228728494788,-1.40312318095341,-0.6431238431726349,0.36883149872383697
Georgia,1966,1.1778991248961406,-0.08773490843138336,-1.4164291184122948,-1.0759334777940424,-0.5989379812056459
Georgia,1967,1.1981393648717975,-0.15389506875799466,-1.169369337559207,-0.16562393414830656,-0.2117138795404589
Georgia,1968,1.2427675329647325,-0.9791467151551516,-1.1913927470964498,0.9314440318452133,1.0171409544946348
Georgia,1969,1.2582201417251877,-1.1990362732448259,-1.3497224948514757,-0.43759243134093917,1.114305440934308
Georgia,1970,1.2915252040863312,-1.1106746654074127,-1.245769352921809,-0.08599214133280429,0.9470818746604448
Georgia,1971,1.2877889890256375,-1.2356006348334052,-0.9135291871556885,-0.046570663913286584,0.057901640194534226
Georgia,1972,1.3208503108259693,-1.393543948793375,-0.9847176728802992,-1.0018446747974676,0.12664705981222052
Georgia,1973,1.3192173326183294,-1.1022353211307703,-0.9445347795464406,-0.9213322730648883,-0.1202417393626971
Georgia,1974,1.4455202005446368,-1.172551726889861,-1.0271557582277793,-0.6731919960929874,0.33915936903256955
Georgia,1975,1.568019487102091,-1.2190931841753794,-1.0219005128793792,-0.8217514331206841,0.038095552304034185
Georgia,1976,1.674308446665906,-1.2571699899178554,-1.079906073514342,-0.1182658663229454,0.472180211514731
Georgia,1977,1.7214615589185567,-1.326701610089117,-0.9673506657314254,-0.3277491811856992,0.3255101914692734
Georgia,1978,1.7183676050664496,-1.308056314354057,-1.052613279223968,-0.14947995879261008,0.12601831655501086
Georgia,1979,1.7316971175518205,-1.3064638115901304,-1.0674527713568198,-0.3301754408271171,0.5980323252549331
Georgia,1980,1.7342511398967368,-1.3273091107621755,-1.0024312533267528,-0.4248110443683598,0.19779860458017115
Georgia,1981,1.7478460830501652,-1.3253920240042514,-0.8946229762412631,-0.5483806150758241,0.16770828100065366
Georgia,1982,1.7858543996182776,-1.3434975822782227,-0.8663684915282908,-0.6363533886031197,0.25338970757087265
Georgia,1983,1.7165229343135724,-1.4005034762483457,-0.9673792202353197,-0.7081372863387947,-0.6768559910692487
Georgia,1984,1.5898799843627514,-1.3947173685270233,-1.1977621521147355,-1.2709126916240712,0.4531684921758904
Georgia,1985,1.4943815686317605,-1.3467745981758765,-1.2578151760272187,-0.7483214859779291,-0.3943861132321233
Georgia,1986,1.4063153046108483,-1.5238878494536499,-1.2034885677410265,-0.9663044083270348,0.1860100457084079
Georgia,1987,1.2924411927767943,-1.5411365333634326,-1.2760774010222378,-1.0852904976904458,-0.04495722078752568
Georgia,1988,1.1433303666881034,-1.5371672048527882,-1.3328590305423542,-1.1860869406606345,0.09984116533459739
Georgia,1989,1.056059483305629,-1.71411201848332,-1.0634796413134209,-0.8481828718900327,-0.054491978470664004
Georgia,1990,0.9891362415441711,-1.678807790625733,-0.8740351659914247,-1.0835187204727312,-0.15928697416690557
Georgia,1991,0.8934424222649068,-1.9078013070110864,-0.7363379077961434,-0.7392818105766433,-0.31462433891985825
Georgia,1992,0.8011079955785235,-1.5734811956999881,-0.8168276338468691,-0.8081667187080647,0.3477799296691457
Georgia,1993,0.6340883809984162,-1.5578713048905826,-0.5764256510430315,-0.8127687958701375,-0.2142075323342189
Georgia,1994,0.49011629036872917,-1.4857862523654803,-0.6190977389443045,-0.6618733449474946,0.10611277225250253
Georgia,1995,0.42251588127077766,-1.3898280169676778,-0.6829608868528979,-0.6588068318052636,-0.04436853176705042
Georgia,1996,0.39853920717175206,-1.3194159331369562,-0.6385885399297737,-0.6739864924606775,0.5860416799980617
Georgia,1997,0.3467153034199427,-1.5677334559487877,-0.5129297820027295,-0.6115032035050151,0.012540468735614574
Georgia,1998,0.24265896729503242,-1.5013487982108071,-0.4722677087290335,-0.5554530639839869,0.20532219063694426
Georgia,1999,0.16445432410202246,-1.2667293702845743,-0.5570035003647393,-0.42597084928572204,-0.06623867873538429
Georgia,2000,0.06799816828633204,-1.1705644075531132,-0.44415971631860646,-0.26348646738463866,-0.006666455170449878
Georgia,2001,-0.0208284220510407,-1.2111201296405656,-0.3819935300756778,-0.26944801401396573,-0.6164803847343558
Georgia,2002,-0.07345217452097487,-1.2593731446456167,-0.30463340957873547,-0.32630625660013357,-0.4057628192878632
Georgia,2003,-0.11377890163186147,-1.2458441900341843,-0.337530367251636,-0.47628527391885145,-0.5690430673476633
Georgia,2004,-0.12773197578116963,-1.369326771598577,-0.42843351676176183,-0.6832870686911332,-0.9074745810674533
Georgia,2005,-0.075731849180547,-1.522950192982678,-0.38571164274492037,-0.7153828726817468,-0.7745278402336228
Georgia,2006,-0.05598375911447386,-1.635133625933205,-0.5254768783342527,-0.698970272566728,-0.5831250587833643
Georgia,2007,-0.06758406545492913,-1.6036099346707915,-0.5684977631083875,-0.8650871210676433,-0.05375073596184021
Georgia,2008,-0.08480448576223555,-1.6308890022809461,-0.7624377199570349,-0.7300581484174702,0.21084084688666704
Georgia,2009,-0.009149996995487113,-1.6033959302847747,-0.8199385693815845,-0.7596158182301014,0.09493748757651578
Georgia,2010,-0.0021970496485912176,-1.6314943256234231,-0.9472547031380499,-0.6933430734957247,0.3752205803380805
Georgia,2011,-0.00419626707569553,-1.563846115890361,-0.9532974456517913,-0.5255479642092268,0.2080567322933137
Georgia,2012,-0.0312791193947378,-1.530617702228006,-0.9366572853807896,-0.4817174085733486,0.18342051071354443
Georgia,2013,0.009994058468995651,-1.5220986576700575,-1.150346667229319,-0.4313729065704089,0.3364357979726443
Georgia,2014,0.043893883972618196,-1.490161684688943,-1.14562566991787,-0.512217041987175,0.358427357614578
Hawaii,1946,0.6089924615791953,2.1344103467443105,0.23392177248935275,-0.31634334593572333,0.45562400813242454
Hawaii,1947,0.5887844137912479,2.0569171903096404,0.40185593905281525,-0.4037075368509408,-0.022086506133456155
Hawaii,1948,0.5678012423609324,2.0714607265347174,0.3937566031006232,-0.08289896625207469,-0.3370863364444677
Hawaii,1949,0.5317496125572916,1.9892268127771684,0.283533522806523,-0.005678421585207043,-0.024538183690855583
Hawaii,1950,0.4985566283514829,2.019148267482202,0.3250371816580875,-0.6451063896898194,0.6229144083167177
Hawaii,1951,0.4769242725002852,2.0506415440062042,0.4144492035765194,0.06935901604582581,0.16505313145176206
Hawaii,1952,0.45232427369395606,2.0279629381853566,0.44307141263079236,-0.03682506277101118,0.14606747967123532
Hawaii,1953,0.4754967307881112,2.0399794488396497,0.32949931903344887,-0.032320675558988245,0.2856596824649793
Hawaii,1954,0.48684899682372407,2.0486821550000114,0.36139380567172397,0.07439537161171404,-0.12099100366021723
Hawaii,1955,0.49452830222488814,2.0314690625306797,0.3540469766401332,-0.5686514882511734,-0.9124978097184037
Hawaii,1956,0.4625643473651709,2.086622248922329,0.27409255710475317,0.35567415214728226,-0.35642432762768467
Hawaii,1957,0.41785283150566416,2.0987099461741536,0.3047467493905304,-0.11796439136139653,-1.4039456283911296
Hawaii,1958,0.37824664428662796,2.1301824710387818,0.30308392187259703,0.05430505159413432,0.4143779427613541
Hawaii,1959,0.3388187882668446,1.9929564610983945,0.27324626306622374,0.13512958138955544,0.02591626680850213
Hawaii,1960,0.32209446094100036,2.015708705008456,0.16272008726278128,-0.0861493899619153,-0.35550183301732097
Hawaii,1961,0.2944157355943402,2.0810409268394703,0.4606668539791819,-0.013481887303000926,0.08586776956100924
Hawaii,1962,0.2774597219747059,2.008177035590018,0.5665208903846622,-0.25751489160816665,-0.0771231917436711
Hawaii,1963,0.27127924429030237,2.094751662505533,0.7752747553167095,0.35763723089795074,-0.296591538345423
Hawaii,1964,0.2545217808627932,2.076619421998486,1.0742644061009754,-0.06518255175017422,-0.12159574260622182
Hawaii,1965,0.2537964938260285,2.188713569378755,1.5980746712162932,0.5047766976534802,0.2618799185984878
Hawaii,1966,0.25513888015504393,1.961954739770958,1.425630096763302,0.1461327001651605,-0.1115263581669559
Hawaii,1967,0.25181528334453757,1.9845759097466726,1.3022033572372336,0.45650657477708917,0.37262040357436177
Hawaii,1968,0.22384854996482087,1.8414431757868353,1.2435147102764492,0.45631347023511526,-0.4592492294274877
Hawaii,1969,0.22306129787451787,1.7981014698629272,1.452382154321738,0.8197407552148346,-0.5647439375980924
Hawaii,1970,0.2203806260182678,1.6055312819890146,1.3292172761125673,1.2213821678352481,0.05028882982724796
Hawaii,1971,0.22910332359339547,1.404445879458762,1.8755009668180198,1.255636252603776,-0.15178277557246098
Hawaii,1972,0.2173684362998024,1.4744327512088202,1.8815892626930604,1.3904500259536037,0.23350221745425764
Hawaii,1973,0.19735417757278814,2.0147048000316956,1.6032673146861496,1.4814208480620323,0.8302105089315552
Hawaii,1974,0.16491598054712445,1.924582041514683,1.8975725776007897,1.6252099287612434,0.35763954047258356
Hawaii,1975,0.14305626254136308,2.013875442524438,2.1590977270786342,1.6449646952250168,0.45038051677233115
Hawaii,1976,0.14537654777704961,2.008537881423273,2.276333802175342,1.6810853905899432,0.37960286950327865
Hawaii,1977,0.1469937214153373,1.8517171942094108,1.9224349504468339,1.6576675757158557,0.47406613620823207
Hawaii,1978,0.1573641705965251,1.8245874170676255,1.7575926956568286,1.7500199398504162,0.593464472484357
Hawaii,1979,0.24100985724544452,1.811452247930189,1.6911839330081548,1.8086432842844087,0.5885104103037853
Hawaii,1980,0.35612450089650555,1.7654722549500073,1.5790555591710402,1.6862931978388087,0.4994820553295194
Hawaii,1981,0.5108891355174743,1.86027712470278,1.6297508627416901,1.708829546928985,0.5699517096964963
Hawaii,1982,0.6118646758602551,1.772839939615221,1.5679167002033385,1.6319196554884177,0.5648312029361243
Hawaii,1983,0.7310835938016959,1.734938539206724,1.3591028098809639,1.549792998359787,0.6431383893759006
Hawaii,1984,0.9241542394536734,1.684156363665485,1.4262382514902083,1.4942311865565128,0.5135030628153632
Hawaii,1985,1.1479519245023568,1.6365882642709828,1.3727284989259436,1.4143428208045206,0.513329098751798
Hawaii,1986,1.3271147260197182,1.5896578342813856,1.22090546511326,1.336426096568172,0.4903426470878294
Hawaii,1987,1.4847179639727777,1.592791074191005,1.2140483633769847,1.2015931410466636,0.4907270399803403
Hawaii,1988,1.6386409518772196,2.3227550653184164,1.3524037141419325,1.2521037688613217,0.5186364748495108
Hawaii,1989,1.7443939244195612,1.8339378272039293,1.3329917960044204,1.1414541876743027,0.4363550499819991
Hawaii,1990,1.818234589865651,1.6851043654896896,1.313421978135013,1.2048818384504478,0.44429081061550796
Hawaii,1991,1.8193039907496573,1.7102423948020977,1.2978471441737378,1.1758491267726974,0.2135740103405451
Hawaii,1992,1.8306511382349564,2.245754730676295,1.4429684614006268,1.1449932278402222,0.1412328342885822
Hawaii,1993,1.8366211407238213,2.1123503714339944,1.3388109924682345,1.2023561323334406,0.014927946567272891
Hawaii,1994,1.8500839907411244,1.958419461941642,1.5833541093689587,1.162451835474506,0.003049338997305913
Hawaii,1995,1.8118931726827165,1.9043019775376786,1.4858689658105813,1.1348208453571091,0.02759455683064296
Hawaii,1996,1.7544041062124949,1.9244472509298118,1.448784270218797,1.1789270357487807,-0.13145386197305706
Hawaii,1997,1.7328047755376055,1.8637410564481922,1.3290518939694498,1.1710846100952639,-0.14674964497329393
Hawaii,1998,1.694890300534337,1.7829548204751189,1.0006981951699518,1.2031207629748775,-0.030374663775472023
Hawaii,1999,1.658359411587019,1.692116565975012,0.7933180629554057,1.1763125982199762,-0.014897253114902432
Hawaii,2000,1.6384576433141853,1.6706005590281752,0.7287160524634798,1.181253856695643,0.11385960578125046
Hawaii,2001,1.6297139830953349,1.6317696940431436,0.6769979159728862,1.21671774167733,0.039206244952101926
Hawaii,2002,1.629167654525684,1.601172426400332,0.6291803932531204,1.2394317843184262,0.18034329864878668
Hawaii,2003,1.573116646883392,1.7291712136848392,0.6946638328016185,1.278418617023601,0.06534057203733945
Hawaii,2004,1.5219228519213155,1.6445543836460819,0.6403773323575671,1.3075265891664072,0.31434049041199286
Hawaii,2005,1.4511035359284044,1.5740559252764954,0.6722318145816246,1.302563162091341,0.27008444255322
Hawaii,2006,1.373306070256152,1.638905135186758,0.7065494774528647,1.2379866289220949,0.5584170334322164
Hawaii,2007,1.2912530186547824,1.7209331464629682,0.6515654330887789,1.2501151489778695,0.21046963049996556
Hawaii,2008,1.261938755726067,1.6859987639532967,0.7997790593997092,1.2516090606354957,0.2299151479714814
Hawaii,2009,1.2467470669072689,1.6606691805621323,0.8954940590591485,1.2200616670952216,0.02379797882170058
Hawaii,2010,1.2898666890098578,1.6171898822784352,1.112212466131916,1.2437735286599274,0.10314948350165425
Hawaii,2011,1.2199018475451384,1.7513206871693623,1.149282228075138,1.2034365476237279,0.3112297047683096
Hawaii,2012,1.1564728770976946,1.8092466914829255,1.1566091034293045,1.259333027470957,0.6386785108602099
Hawaii,2013,1.1560826817247898,1.8727189591673032,1.331581297002022,1.2307639989522943,0.7492238608491216
Hawaii,2014,1.1550417619989888,1.8093626424027773,1.2976902000239563,1.2602111126832853,0.9720854586444667
Idaho,1946,-0.7795806908728399,-0.592256978878626,0.4780906252440855,-0.6287162026431283,0.5130012799203065
Idaho,1947,-0.7786448436586718,-0.6156739090942358,0.40045393228607695,-0.6761059294480906,-0.17376292299249035
Idaho,1948,-0.7717110982897641,-0.7190613339320431,0.40565862058540486,-0.4399567799301035,-0.35663652820064085
Idaho,1949,-0.7672324177678294,-0.7178217907273252,0.34475908264726174,-0.5364050498803435,-0.6395968591560008
Idaho,1950,-0.7564797075901533,-0.658455943647521,0.30888349240932994,-0.49017023466327947,-1.1287908693527686
Idaho,1951,-0.7497418091432342,-0.7545246748963923,0.5964864688318651,-0.494157038497507,-0.5816338451113682
Idaho,1952,-0.741370437129744,-0.6362674652156012,0.4946468305025398,0.020092784251706467,-0.5193328652545729
Idaho,1953,-0.7362274180364915,-0.7571539857898812,0.4044708279735941,0.252829769277435,-0.22960609198218015
Idaho,1954,-0.7428298830913329,-0.7502796849653204,0.6110350189281332,0.673620119862347,-0.8452515761730799
Idaho,1955,-0.7308516196443473,-0.8176074841728368,1.0503973449508741,0.08499437877362534,-0.8239491621355199
Idaho,1956,-0.7274293704498394,-0.8656358578252458,1.027249365695622,-0.10033461337450299,-0.5102601054559925
Idaho,1957,-0.7268601434880358,-0.7753474736859542,0.29613296599143674,-0.2348104362069927,-0.4141078037942212
Idaho,1958,-0.7486512838995549,-0.8107171847562553,0.23681604392424735,-0.3169487572003579,-0.8444158880201583
Idaho,1959,-0.7722326783259109,-0.9612549332518502,0.2399297627897081,-0.5333301520046754,-1.0201594073295661
Idaho,1960,-0.7935566688371339,-0.9051424924783094,0.30556173866442915,-0.7278742427117106,-2.36302960675822
